x,y,id
912,-14871,Ovsyannikov M.V.
304,-14348,Petrochenkov A.B.
71,-15077,Bukhanov S.A.
61940,20007,Kamenskaya N.I.
61195,12964,Semenov M.Y.
60221,13929,Smirnov A.E.
59737,11863,Fakhurtdinov R.S.
62422,13510,Ospennikova O.G.
62155,12578,Gromov V.I.
-12339,58517,Voronov V.A.
-12523,59470,Leonov V.P.
5603,-34624,Chirkov A.Y.
-77075,-28072,Filinovskiy A.V.
14251,-39987,Vasilets V.N.
13640,-39999,Shekhter A.B.
14390,-39572,Guller A.E.
13818,-39167,Pekshev A.V.
-12264,23254,Grebenyukov V.V.
-12622,23069,Pozharov A.S.
-13635,24652,Obraztsova E.D.
-11986,24071,Dianov E.M.
87941,-18490,Kobylkin I.F.
-11330,64665,Arkharov I.A.
-12798,64674,Nagimov R.R.
-13181,63481,Navasardyan E.S.
-12443,64200,Koveshnikov A.N.
-5702,63903,Bondarenko V.L.
-4278,62536,Korzh E.G.
-4894,62686,D’Yachenko T.V.
-4772,63057,D’Yachenko O.V.
-1280,65787,Kazakova A.A.
-2332,65881,Nikiforov Y.V.
-1053,65227,Zuev B.K.
-67148,43456,Kauffman L.H.
-21479,8942,Stakhanov M.L.
-22157,9275,Zmievskoy G.N.
-21752,9654,Semchuk I.P.
-20118,8519,Filatov V.V.
-11164,13277,Khrapak S.A.
-9736,13444,Thomas H.M.
13371,-10661,Kornev N.V.
13229,-11123,Hassel E.
13005,-10714,Chudnovskii Y.P.
-73774,-36227,Pavlov I.V.
29913,79014,Sadykhov G.S.
28917,79172,Babaev I.A.
11918,-43719,Grekhov L.V.
11412,-43266,Dragan Y.E.
11042,-43529,Denisov A.A.
11299,-43915,Starkov E.E.
-8626,13133,Zhdanov S.
-8998,12840,Schwabe M.
-8033,13372,Räth C.
-10438,14429,Morfill G.E.
-14715,17501,Komarov K.A.
-15968,11160,Gorelik V.S.
-13897,13308,Moiseenko V.N.
-11918,10614,Aliev I.N.
-6465,25686,Man'Ko O.V.
-8300,14311,Zhdanov S.K.
-11226,14929,Couëdel L.
-9016,14313,Nosenko V.
-46675,18122,Morgacheva A.A.
-46680,17650,Panov A.V.
-46248,17482,Gordienko M.G.
-46369,17872,Shtil'man M.I.
-18453,29874,Aleshkin V.Ya.
-17239,31267,Dubinov A.A.
-18759,30795,Svintsov D.
-16384,29273,Aleshkin Y.
56493,-27118,Dvorkovich V.P.
56290,-26347,Dvorkovich A.V.
-42414,48059,Labunets L.V.
27833,17803,Kulaev Y.V.
27519,18030,Kurbatov P.A.
27934,18142,Kurbatova E.P.
27648,18426,Maevskii V.A.
27080,17593,Nizhel’skii N.A.
27300,18350,Sysoev M.A.
7744,-67308,Korchagin Y.E.
-38280,3677,Zarubin V.S.
-34325,3636,Kuvyrkin G.N.
-36254,1878,Savelyeva I.Y.
6277,1040,Bigus G.A.
5555,101,Travkin A.A.
-7082,25232,Man'ko O.V.
-6740,25370,Man'ko V.I.
-85350,31469,Deryabina G.
-85436,30277,Krasilnikov A.
61678,8105,Polyakov S.A.
60742,7374,Goncharov S.Y.
61366,6431,Lychagin V.V.
-32049,-5316,Zakharov V.Y.
-32556,-5527,Chernova T.G.
-32120,-5868,Stepanov S.E.
-16089,16267,Lebedev S.P.
-29912,-22017,Naumov I.S.
-29483,-21885,Barbot’ko S.L.
-29600,-22339,Petrova A.P.
-16189,13076,Voinov Y.P.
-15489,14672,Zlobina L.I.
-15437,14002,Sverbil’ P.P.
-12229,-89661,Derevich I.V.
-1579,65141,Glukhov S.D.
-69019,66737,Voblyi V.A.
67868,59973,Fomin M.V.
67670,59162,Chirkin A.V.
-21841,-34870,Glasko A.V.
20943,32999,Kotenev V.P.
-3261,64850,Vorotyntsev V.B.
-28235,-54645,Andreev V.V.
-28548,-56260,Bondarenko G.G.
-29785,-55436,Stolyarov A.A.
-28884,-55344,Akhmelkin D.M.
17813,-101835,Proletarskii A.V.
90030,-47795,Konopel’ko N.A.
88561,-47081,Titarev V.A.
88876,-49102,Shakhov E.M.
11668,18269,Efimenko L.A.
10432,18806,Elagina O.Y.
11665,18620,Ramus’ A.A.
11991,18262,Volkov I.V.
12116,18759,Ladyzhanskii A.P.
12242,19241,Rakhmanov D.V.
12657,18666,Konovalov A.V.
12740,17712,Kurkin A.S.
-2537,23222,Vladimirov I.Y.
-2280,22077,Korchagin N.N.
10971,-35396,Volkov V.Y.
10588,-35971,Skibin A.P.
10583,-35421,Zhuravlev O.N.
10189,-35420,Nukhaev M.T.
10776,-35018,Kyurdzhiev Y.V.
10359,-35035,Maksimov I.E.
-28976,39282,Chernega V.N.
-27634,39555,Man’ko O.V.
-26623,37620,Man’ko V.I.
61255,11459,Gerasimov S.A.
61137,10417,Kuksenova L.I.
61898,11047,Lapteva V.G.
61435,11993,Danilov V.D.
60538,11264,Alekseeva M.S.
60950,12213,Shcherbakov Y.I.
60866,11831,Khrennikova I.A.
39478,2871,Babenko S.P.
38845,3669,Bad’in A.V.
37670,4340,Ovchinnikov A.V.
-12763,-21127,Emdadi A.A.
-12547,-20488,Cifre J.
-12981,-20697,Dementeva O.Y.
-12329,-20918,Golovin I.S.
4798,2967,Krapivtsev V.G.
4440,3616,Markov P.V.
3308,3454,Solonin V.I.
-11443,22260,Zhirnov A.A.
-12882,18727,Alekhnovich V.I.
-14271,17337,Kuliev T.I.
-14489,17990,Kruchkov N.P.
-15110,19810,Tsepulin V.G.
-15488,18311,Perchik A.V.
-15134,16811,Tolstoguzov V.L.
24150,11949,Shishov V.V.
23707,11627,Talyzin M.S.
-15052,17961,Schadko A.O.
2905,18568,Grigoryants A.G.
7791,20510,Tretyakov R.S.
7093,18040,Shiganov I.N.
6986,21217,Stavertiy A.Y.
-76736,1654,Stepanishchev N.A.
-76345,2360,Romanenkov V.A.
-76633,691,Boyarskaya R.V.
29110,-39659,Gordeeva N.M.
55003,-31374,Gorshkov Y.G.
-36144,3693,Savel′eva I.Y.
-53489,27505,Danilenko B.D.
40055,56972,Fedorov S.V.
39159,56315,Bayanova Y.M.
38277,56648,Ladov S.V.
9936,2667,Volkov S.S.
-21837,18823,Malyshev K.V.
35965,5527,Protasov Y.Y.
-9999,64154,Dolgopyatov D.A.
10550,-75147,Utkina N.V.
-12216,20716,Shelestov D.A.
-14058,17796,Koshelev K.I.
48887,-8158,Arakcheev P.V.
49600,-8109,Buryi E.V.
49203,-9389,Semerenko D.A.
-24418,-37683,Sinitsyn M.V.
-4715,1228,Kremlev S.S.
2312,17595,Grezev V.A.
-1805,-13902,Abashin M.I.
-1589,-13397,Barzov A.A.
-1021,-13256,Galinovsky A.L.
-861,-13579,Maslov B.G.
25248,37661,Kalinkin A.V.
25706,38201,Mastikhin A.V.
-10850,24054,Stepanov K.V.
-10376,23852,Nesterov E.T.
10512,-80918,Belinskaya Y.S.
36283,20476,Vukolov A.
36970,20284,Egorova O.
-14448,16882,Katyba G.M.
-13599,16254,Khorokhorov A.M.
-31945,-19743,Akhmetova E.S.
-16513,20001,Neganova A.S.
6740,41590,Zakharov M.
7092,42141,Karpenko A.
7061,41257,Smirnova E.
7401,41573,Tikhomirova E.
-90744,-57652,Karpov A.O.
13102,-71649,Liu W.
-19076,-7081,Odinikov S.B.
-19885,-6847,Kuznetsov A.S.
-19805,-6257,Kolyuchkin V.V.
-20097,-5217,Drozdova E.A.
-19105,-6119,Solomashenko A.B.
-52412,6546,Vasilev D.D.
-51606,5976,Moiseev K.M.
-11752,-16666,Makeev M.O.
-13191,20332,Tsapenko K.P.
-11998,14038,Nosov P.A.
-7425,16230,Shirankov A.F.
-5110,16261,Tret'Yakov R.S.
-19730,5141,Vasil’ev N.S.
-16266,6377,Golyak I.S.
24265,-55983,Dimitrienko Y.
24966,-55596,Koryakov M.
24286,-55186,Zakharov A.
-19416,-48703,Nikolaev S.M.
-19523,-48339,Barysheva D.V.
-66255,-11230,Eminyan K.M.
-18703,-5518,Talalaev V.Y.
-19057,-5457,Tsyganov I.K.
-8492,-52846,Kronenberg R.
-7724,-52990,Bernhofer C.
-2765,-22343,Bychkov M.G.
-3219,-22513,Kuznetsova V.N.
-2601,-22794,Vasyukov S.A.
-3055,-22962,Krasovsky A.B.
28680,14204,Popov D.I.
29160,14492,Belobokova Y.A.
32687,-33012,Bezmenov V.S.
33662,-33124,Ignatov A.V.
-56319,-6834,Yadgarova Y.V.
-56378,-6131,Taratukhin V.V.
-55733,-6705,Skachko E.N.
-15804,24139,Gladysheva Y.V.
-16338,23945,Denisov D.G.
-15645,23837,Rees P.
17820,16201,Makirov S.K.
18278,16346,Yuz A.A.
17961,15740,Jahaf M.T.
18420,15884,Nikulina A.A.
36500,-3727,Moroz N.D.
36063,-3519,De Valicourt G.
35853,-3953,Ghazisaeidi A.
36290,-4162,Antona J.-C.
-23450,59711,Smorodin A.I.
-23579,58083,Red’Kin V.V.
-23929,58321,Frolov Y.D.
-23214,58290,Korobkov A.A.
-23571,58448,Kemaev O.V.
-23312,58684,Kulik M.V.
-23802,58715,Shabalin O.V.
-30216,-22500,Zhong G.
-30041,-22880,Liu L.H.
-30511,-22877,Ouyang X.
69459,236,Goryainov V.B.
68641,271,Goryainova E.R.
-17083,-4674,Betin A.Yu.
-16561,-5116,Verenikina N.M.
-16210,-5645,Donchenko S.S.
-17117,-4142,Zlokazov E.Yu.
29974,-74499,Alekseeva E.V.
-87083,64808,Rudakov I.A.
11450,3056,Shestel' L.A.
11477,4045,Sokolov V.A.
-23842,34899,Fedorov A.
-22832,33458,Makhrov I.
-22416,33942,Pozhar N.
-22714,33772,Anufriev M.
-20715,4957,Kochikov I.V.
-20977,5441,Novgorodskaya A.V.
-20627,5519,Sologub A.A.
-9715,-562,Kuznetsov A.P.
-9256,618,Utenkov V.M.
-8986,132,Shirshov A.G.
5284,18914,Perestoronin A.V.
3892,18327,Zvezdin V.V.
3858,18996,Israfilov I.
4049,18675,Portnov S.M.
-11281,23553,Tezadov Y.A.
-11571,23638,Kondrashin E.V.
-11577,23326,Ushakov A.B.
30969,28581,Pelevin F.V.
31572,28139,Yaroslavtsev N.L.
31521,27707,Vikulin A.V.
30999,28003,Orlin S.A.
30912,27502,Ponomarev A.V.
17593,7472,Fedorovskiy K.Yu.
-28102,-55653,Maslovsky V.M.
-27186,-55431,Andreev D.V.
-45671,-2115,Shirokov D.
-15978,48965,Gorskii V.V.
-15349,48585,Zolotarev S.L.
-15281,49115,Olenicheva A.A.
18760,31107,Myshlyayev Y.I.
18974,31618,Finoshin A.V.
-3135,20467,Il’ichev A.T.
-2198,20070,Tomashpolskii V.Y.
-26959,-4663,Zhang W.
-27205,-4344,Gao Y.
-27550,-4463,Huang J.
-27266,-4774,Zhang G.
-27585,-4873,Andreev Y.M.
-26156,-4162,Grechin S.G.
-27117,-5244,Lanskii G.V.
-25204,36610,Kiktenko E.
-58284,-33632,Emelianov A.
-57888,-33024,Eremin A.
-58785,-33820,Gurentsov E.
-57751,-33988,Mikheyeva E.
-58528,-33272,Yurischev M.
-66673,25126,MacHikhin A.
-65792,25168,Pozhar V.
-66678,26074,Batshev V.
57885,3428,Nosova N.Yu.
58583,4007,Glazunov V.A.
57442,3570,Misyurin C.Yu.
57688,3960,Filippov D.N.
-15748,17357,Prytov A.B.
-10503,18985,Borisova A.V.
-10889,19003,Demidov V.V.
-10520,19571,Pryamikov A.D.
6223,-41647,Polozova T.N.
22188,-18440,Skornyakova N.M.
22542,-18187,Sychev D.G.
22243,-17556,Varaksin A.Yu.
39747,48782,Bozhenkova R.K.
40367,47943,Bozhenkova N.A.
39499,47551,Atanova D.V.
-10979,20659,Tarabrin M.K.
-10855,19996,Pasishnik A.S.
-17382,-21879,Nosko O.
-17085,-22133,Nagamine T.
-17857,-22313,Nosko A.L.
-17602,-21559,Romashko A.M.
-17209,-21449,Mori H.
-16937,-21751,Sato Y.
-11074,-31484,Kolpakov V.I.
-11361,-30919,Savenkov G.G.
-10923,-30667,Mazur A.S.
-10468,-31306,Rudometkin K.A.
24217,-4590,Morozov A.A.
24181,-3565,Vaish A.
23775,-4125,Polupanov A.F.
23479,-3913,Antciperov V.E.
23848,-3759,Lychkov I.I.
23623,-3328,Alfimtsev A.N.
24204,-3929,Deviatkov V.V.
15250,4857,Holovaty Y.P.
15188,4285,Kosushkin V.G.
15590,4702,Khahaev N.A.
14885,4801,Romanov D.A.
15619,5075,Chervyakov L.M.
15307,5282,Naimi E.K.
14951,5170,Kozhitov S.L.
3018,44340,Patrikeeva N.V.
3133,43869,Babeshko V.N.
3602,43985,Kamenev E.A.
3487,44456,Podolskiy V.E.
-52118,13873,Bykov N.V.
-51418,13740,Nesterenko E.A.
-9713,14802,Gorevoy A.V.
-3880,9396,Machikhin A.S.
18909,-22996,Kaplunov S.M.
18336,-23370,Val’Es N.G.
18811,-23465,Samolysov A.V.
18434,-22903,Marchevskaya O.A.
-37336,43526,Shargatov V.A.
-37859,42997,Il'Ichev A.T.
-36822,43366,Tsypkin G.G.
5347,19882,Misyurov A.I.
4814,18345,Mikhailov V.S.
4705,18835,Kolomeyets N.P.
68177,-28027,Matvienko Y.G.
67737,-27395,Razumovsky I.A.
7190,42833,Kharlamov V.
6656,42710,Sobenin I.
-12696,37203,Razevig V.
-12963,36751,Vasiliev I.
-13317,37860,Bechtel T.
-13360,37401,Capineri L.
38940,48062,Mirzaeva T.E.
-20304,-4443,Zayarnyi D.A.
-20908,-4492,Ionin A.A.
-21064,-3857,Kudryashov S.I.
-20618,-4103,Makarov S.V.
-20685,-3336,Rudenko A.A.
-66446,-85043,Lychev S.A.
-67228,-86149,Levitin A.L.
-10616,20598,Kovtun A.A.
-9410,20677,Kireev A.N.
-10219,21929,Kozlovsky V.I.
-10893,21360,Korostelin Y.V.
-11002,21020,Podmar'Kov Y.P.
-10229,21309,Frolov M.P.
-9772,20134,Gubin M.A.
-10083,-25340,Khairullina E.R.
-9813,-25123,Pochinova T.V.
-10116,-24901,Khisamiyeva L.G.
-10437,-25078,Sakhipova Z.M.
-9434,-25835,Fedorova L.V.
-10223,-25656,Ablyasova A.G.
-10519,-25437,Aksenova N.N.
31849,3345,Niles L.J.
-48298,28493,Rusanov A.
-47824,28607,Nevshupa R.
-47622,28221,Fontaine J.
-48477,27970,Martin J.-M.
-47971,28082,Le Mogne T.
-47785,27752,Elinson V.
-47507,27917,Lyamin A.
-48182,27584,Roman E.
-18641,11709,Anokhin A.S.
-19085,11445,Dovbeshko G.I.
